;AdO1-1;AdO1-1;AdO1-1;AdO1-1;AdO1-2;AdO1-2;AdO1-2;AdO1-2;AdO3-2;AdO3-2;AdO3-2;AdO3-2;AdO3-3;AdO3-3;AdO3-3;AdO3-3;AdO3-4;AdO3-4;AdO3-4;AdO3-4;AsO2-1;AsO2-1;AsO2-1;AsO2-1;Bl2-1;Bl2-1;Bl2-1;Bl2-1;Bl2-2;Bl2-2;Bl2-2;Bl2-2;Bl2-4;Bl2-4;Bl2-4;Bl2-4;Bl2-5;Bl2-5;Bl2-5;Bl2-5;Bl2-6;Bl2-6;Bl2-6;Bl2-6
2019-02-24 05:00:00+00:00;1.0628336460918821;1.0;0.0;0.0;0.31458289110592236;1.0;0.0;0.0;0.4601841898306053;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.27064035440998796;1.0;0.0;0.0;0.641019867497901;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.38298173022427867;1.0;0.0;0.0
2019-02-24 06:00:00+00:00;1.0628336460918821;1.0;0.0;0.0;0.31458289110592236;1.0;0.0;0.0;0.4601841898306053;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.27064035440998796;1.0;0.0;0.0;0.641019867497901;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.38298173022427867;1.0;0.0;0.0
2019-02-24 07:00:00+00:00;0.867980810975037;0.8166666666666667;0.0;0.0;0.31458289110592236;1.0;0.0;0.0;0.4601841898306053;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.27064035440998796;1.0;0.0;0.0;0.641019867497901;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.38298173022427867;1.0;0.0;0.0
2019-02-24 08:00:00+00:00;0.0;0.0;0.0;0.0;0.31458289110592236;1.0;0.0;0.0;0.4601841898306053;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.27064035440998796;1.0;0.0;0.0;0.641019867497901;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.38298173022427867;1.0;0.0;0.0
2019-02-24 09:00:00+00:00;0.0;0.0;0.0;0.0;0.31458289110592236;1.0;0.0;0.0;0.4601841898306053;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.27064035440998796;1.0;0.0;0.0;0.641019867497901;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.38298173022427867;1.0;0.0;0.0
2019-02-24 10:00:00+00:00;0.0;0.0;0.0;0.0;0.31458289110592236;1.0;0.0;0.0;0.4601841898306053;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.27064035440998796;1.0;0.0;0.0;0.641019867497901;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.38298173022427867;1.0;0.0;0.0
2019-02-24 11:00:00+00:00;0.0;0.0;0.0;0.0;0.31458289110592236;1.0;0.0;0.0;0.4601841898306053;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.27064035440998796;1.0;0.0;0.0;0.641019867497901;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.38298173022427867;1.0;0.0;0.0
2019-02-24 12:00:00+00:00;0.0;0.0;0.0;0.0;0.31458289110592236;1.0;0.0;0.0;0.4601841898306053;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.27064035440998796;1.0;0.0;0.0;0.5341832229149175;0.8333333333333334;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.38298173022427867;1.0;0.0;0.0
2019-02-24 13:00:00+00:00;0.0;0.0;0.0;0.0;0.31458289110592236;1.0;0.0;0.0;0.4601841898306053;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.27064035440998796;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.38298173022427867;1.0;0.0;0.0
2019-02-24 14:00:00+00:00;0.0;0.0;0.0;0.0;0.31458289110592236;1.0;0.0;0.0;0.21475262192094913;0.4666666666666667;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.27064035440998796;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.38298173022427867;1.0;0.0;0.0
2019-02-24 15:00:00+00:00;0.0;0.0;0.0;0.0;0.17826363829335598;0.5666666666666667;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.27064035440998796;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.38298173022427867;1.0;0.0;0.0
2019-02-24 16:00:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.27064035440998796;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.38298173022427867;1.0;0.0;0.0
2019-02-24 17:00:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.27064035440998796;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.49946334284046556;0.7;1.0;13.0;0.38298173022427867;1.0;0.0;0.0
2019-02-24 18:00:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.27064035440998796;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.713519061200665;1.0;0.0;0.0;0.38298173022427867;1.0;0.0;0.0
2019-02-24 19:00:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.27064035440998796;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.713519061200665;1.0;0.0;0.0;0.38298173022427867;1.0;0.0;0.0
2019-02-24 20:00:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.27064035440998796;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.713519061200665;1.0;0.0;0.0;0.38298173022427867;1.0;0.0;0.0
2019-02-24 21:00:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.27064035440998796;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03260582426485676;0.8;1.0;9.0;0.0;0.0;0.0;0.0;0.713519061200665;1.0;0.0;0.0;0.38298173022427867;1.0;0.0;0.0
2019-02-24 22:00:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.27064035440998796;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.040757280331070955;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.713519061200665;1.0;0.0;0.0;0.38298173022427867;1.0;0.0;0.0
2019-02-24 23:00:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.27064035440998796;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.040757280331070955;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.713519061200665;1.0;0.0;0.0;0.38298173022427867;1.0;0.0;0.0
2019-02-25 00:00:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.27064035440998796;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.040757280331070955;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.713519061200665;1.0;0.0;0.0;0.38298173022427867;1.0;0.0;0.0
2019-02-25 01:00:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.27064035440998796;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.040757280331070955;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.713519061200665;1.0;0.0;0.0;0.38298173022427867;1.0;0.0;0.0
2019-02-25 02:00:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.27064035440998796;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.040757280331070955;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.713519061200665;1.0;0.0;0.0;0.38298173022427867;1.0;0.0;0.0
2019-02-25 03:00:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.27064035440998796;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.040757280331070955;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.713519061200665;1.0;0.0;0.0;0.38298173022427867;1.0;0.0;0.0
2019-02-25 04:00:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.27064035440998796;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.040757280331070955;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.713519061200665;1.0;0.0;0.0;0.38298173022427867;1.0;0.0;0.0
2019-02-25 05:00:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.27064035440998796;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.040757280331070955;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.713519061200665;1.0;0.0;0.0;0.38298173022427867;1.0;0.0;0.0
2019-02-25 06:00:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0631494160289972;0.23333333333333334;0.0;0.0;0.0;0.0;0.0;0.0;0.0013585760110356984;0.03333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.21405571836019952;0.3;0.0;0.0;0.38298173022427867;1.0;0.0;0.0
2019-02-25 07:00:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.38298173022427867;1.0;0.0;0.0
2019-02-25 08:00:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.05106423069657049;0.13333333333333333;0.0;0.0
2019-02-25 09:00:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-02-25 10:00:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-02-25 11:00:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-02-25 12:00:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-02-25 13:00:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6008024966134069;0.16666666666666666;1.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-02-25 14:00:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.6048149796804414;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-02-25 15:00:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4805895992050347;0.55;1.0;15.0;0.0;0.0;0.0;0.0;3.6048149796804414;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-02-25 16:00:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8737992712818813;1.0;0.0;0.0;0.0;0.0;0.0;0.0;3.4245742306964195;0.95;0.0;0.0;0.0;0.0;0.0;0.0;0.9533442089646565;0.26666666666666666;1.0;3.0;0.0;0.0;0.0;0.0
2019-02-25 17:00:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8737992712818813;1.0;0.0;0.0;0.24206631557077946;0.4;1.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.575040783617462;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-02-25 18:00:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8737992712818813;1.0;0.0;0.0;0.6051657889269486;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.575040783617462;1.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-02-25 19:00:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8737992712818813;1.0;0.0;0.0;0.6051657889269486;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.608768352627858;0.45;0.0;0.0;0.0;0.0;0.0;0.0
2019-02-25 20:00:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8737992712818813;1.0;0.0;0.0;0.6051657889269486;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-02-25 21:00:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8737992712818813;1.0;0.0;0.0;0.6051657889269486;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-02-25 22:00:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8737992712818813;1.0;0.0;0.0;0.6051657889269486;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-02-25 23:00:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8737992712818813;1.0;0.0;0.0;0.6051657889269486;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-02-26 00:00:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8737992712818813;1.0;0.0;0.0;0.6051657889269486;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-02-26 01:00:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8737992712818813;1.0;0.0;0.0;0.6051657889269486;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-02-26 02:00:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8737992712818813;1.0;0.0;0.0;0.6051657889269486;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-02-26 03:00:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8737992712818813;1.0;0.0;0.0;0.6051657889269486;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-02-26 04:00:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8737992712818813;1.0;0.0;0.0;0.6051657889269486;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-02-26 05:00:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8737992712818813;1.0;0.0;0.0;0.6051657889269486;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-02-26 06:00:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.46602627801700336;0.5333333333333333;0.0;0.0;0.6051657889269486;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-02-26 07:00:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6051657889269486;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-02-26 08:00:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6051657889269486;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019-02-26 09:00:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.13111925426750554;0.21666666666666667;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2441056204479701;0.4666666666666667;1.0;25.0
2019-02-26 10:00:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5230834723885074;1.0;0.0;0.0
2019-02-26 11:00:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5230834723885074;1.0;0.0;0.0
2019-02-26 12:00:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5230834723885074;1.0;0.0;0.0
2019-02-26 13:00:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5230834723885074;1.0;0.0;0.0
2019-02-26 14:00:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.19027325141420717;0.16666666666666666;1.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5230834723885074;1.0;0.0;0.0
2019-02-26 15:00:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.141639508485243;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.10519047342856586;0.11666666666666667;1.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.4473684198806733;0.4166666666666667;1.0;0.0;0.5230834723885074;1.0;0.0;0.0
2019-02-26 16:00:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.141639508485243;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9016326293877073;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.7256713207893293;0.48333333333333334;1.0;2.0;0.5230834723885074;1.0;0.0;0.0
2019-02-26 17:00:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.141639508485243;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9016326293877073;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.570354456805509;1.0;0.0;0.0;0.5230834723885074;1.0;0.0;0.0
2019-02-26 18:00:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.141639508485243;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9016326293877073;1.0;0.0;0.0;0.0810062893081761;0.11666666666666667;1.0;13.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.29752953806712573;0.08333333333333333;0.0;0.0;0.5230834723885074;1.0;0.0;0.0
2019-02-26 19:00:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.141639508485243;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9016326293877073;1.0;0.0;0.0;0.6943396226415094;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0717604481345566;0.8166666666666667;1.0;13.0;0.0;0.0;0.0;0.0;0.5230834723885074;1.0;0.0;0.0
2019-02-26 20:00:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.141639508485243;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9016326293877073;1.0;0.0;0.0;0.6943396226415094;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.3123597324096612;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5230834723885074;1.0;0.0;0.0
2019-02-26 21:00:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.141639508485243;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9016326293877073;1.0;0.0;0.0;0.6943396226415094;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.3123597324096612;1.0;0.0;0.0;0.20470346245581889;0.26666666666666666;1.0;8.0;0.5230834723885074;1.0;0.0;0.0
